customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
1853bf4644f7a9f18bfcb54291c3cad3,fdb2f8a871f180fefdf3ba06bf7ab179,95300,lagoa vermelha,RS
296d2f35a09831752f72113f0da7e70c,fdb1f3e0dd15b657acc64314ce89688f,37701,pocos de caldas,MG
2136055ed9bb96ae2c2a47e727f791ae,fdb1f3e0dd15b657acc64314ce89688f,37701,pocos de caldas,MG
961a23e97556fd80b1cad9d03d6fb0b1,fda3a3eb3370c1295a4fc3f6cd3d7604,20220,rio de janeiro,RJ
5258ddb267b5d4cd0ebb504ebc69b804,fda3a3eb3370c1295a4fc3f6cd3d7604,20220,rio de janeiro,RJ
afb805d873cb119ec114720c630dc6d0,fd8ccc89be43894d2553494c71a61fd8,24240,niteroi,RJ
ae60b5e3a634bdf188825c1576bed6df,fd8ccc89be43894d2553494c71a61fd8,24240,niteroi,RJ
cb48d9ebf68a3d1e44c8e084b097b196,fd8ccc89be43894d2553494c71a61fd8,24240,niteroi,RJ
e651d841ae3705fa132b3fbeefcbd0ab,fd47af963b760f05fbc357474509905e,72620,brasilia,DF
efc63ad0c52f8bc3823f66b70616a280,fd47af963b760f05fbc357474509905e,72620,brasilia,DF
7944aa925503f8784ff4d2edaafacf9f,fd0e843308b676214ea30ea480295e3e,94450,viamao,RS
6065549b74cda90a4ffeb7da736c69c0,fd0e843308b676214ea30ea480295e3e,94450,viamao,RS
e09ccd04cb9679cb5033871d086afd62,fd09c64a101e3eff4adbca1b28552514,8070,sao paulo,SP
1c4a75cdd4cbe6b5600058272b56fffc,fd09c64a101e3eff4adbca1b28552514,8542,ferraz de vasconcelos,SP
f81532a2b6cbd4faaccaef2604cc8a5a,fd03997c82649affc061d275ddf1f3d9,29162,serra,ES
005196c65bab2861e397cc85bc7664bf,fd03997c82649affc061d275ddf1f3d9,29162,serra,ES
116a6192abd7a39c88a68636c0665c2d,fcd0ab79592faab19e2bf386cf69fbcd,98430,palmitinho,RS
c0f2ac8bda6a84f4d3666f08760d0ef4,fcd0ab79592faab19e2bf386cf69fbcd,98430,palmitinho,RS
c17611c9d2852a5b128c4f1ed28fa0e2,fccfbf734a92029859c4fe58eff05114,39670,itamarandiba,MG
95c8b73877283a8c8d0bf5ec1f615cc2,fccfbf734a92029859c4fe58eff05114,39670,itamarandiba,MG
3f8aed31c455b3ca8e1fcf3b541eaaf6,fcceb56470bf0b4d59caa87e111ca69e,13417,piracicaba,SP
1197bf329f121b056ea797341fd5544a,fcceb56470bf0b4d59caa87e111ca69e,13417,piracicaba,SP
61eb7945d6ccb440b8eba075bc11503f,fc719c11b4dce594f47e1f9aa739a3a2,4310,sao paulo,SP
9e068f35663b99bc508dcfea424d6833,fc719c11b4dce594f47e1f9aa739a3a2,4310,sao paulo,SP
f381bd655bd0626bc05a777cfeab57fb,fc719c11b4dce594f47e1f9aa739a3a2,4310,sao paulo,SP
0a1be8bb3e919bc8876626808609a2af,fc685f5d020dbc22ef7dae7822f336dc,38320,santa vitoria,MG
2a083bbded65694d1e0cdb38fc757019,fc685f5d020dbc22ef7dae7822f336dc,38320,santa vitoria,MG
578ce4a565c881e151e21d957f1ee3c5,fc24db02becd484accefaa5af59c18b1,18017,sorocaba,SP
d9543151e0caf50bc548bc9e1bac9f60,fc24db02becd484accefaa5af59c18b1,18017,sorocaba,SP
df422639c27dac93686a9186cf885466,fc2261ae2c583aa2e68241456a6467c8,86140,primeiro de maio,PR
e25325f0871a9bc34095834bdc231e29,fc2261ae2c583aa2e68241456a6467c8,86140,primeiro de maio,PR
034454b0d87f1dc91dace5306bde36af,fc1c735fd279ad7321e7b40a4f9d361f,37890,muzambinho,MG
2d168556d327700dc590e84a3b12112d,fc1c735fd279ad7321e7b40a4f9d361f,37890,muzambinho,MG
971cc2a7308f0b2eae9ac5929df97859,fc19fe9ac733e36ff8227c29435c2030,15700,jales,SP
dc7302a83e9681f614bb59a515df38b3,fc19fe9ac733e36ff8227c29435c2030,15700,jales,SP
fb776c31b53a1f918c012a98ecd1050f,fbdd85f919749a8e7a1290c6452024e3,8452,sao paulo,SP
04d0c8c75a0bdcabcc47ce1dd0db89f6,fbdd85f919749a8e7a1290c6452024e3,8452,sao paulo,SP
2e12935bf4f6a0cad758ef5f58863701,fbacf55907cfeeab0f1cb05ac31c429e,2372,sao paulo,SP
b56bc2668907de41b2e651b6d9e7a36d,fbacf55907cfeeab0f1cb05ac31c429e,2372,sao paulo,SP
49c66275a0b693c4414d9b1cc41477c2,fb920961e4d8e55fd9c357976a611765,11730,mongagua,SP
d16ddf649debf65863ac0f1738584de9,fb920961e4d8e55fd9c357976a611765,11730,mongagua,SP
947460703c5712189a4e5b5cfff686bc,fb8bc250f9f12a9121282d4b0d59485b,76811,porto velho,RO
7a22cc2284c8c071bb159fb99289c831,fb8bc250f9f12a9121282d4b0d59485b,76811,porto velho,RO
7e64b83c928d645bdee95d00750ea34d,fb82affcdf98ee48d9d36c7feb802417,91130,porto alegre,RS
249818197d60080a40cb2c44290da09f,fb82affcdf98ee48d9d36c7feb802417,91130,porto alegre,RS
e82c5a6dd63e0f9da0b2f8fce63465ac,fb7e29c65321441231990afc201c1b14,4107,sao paulo,SP
49a6ae8a95c6a78d90945b983ab1ecfc,fb7e29c65321441231990afc201c1b14,4107,sao paulo,SP
fdee1c008d209f16a3e03c17ad4e2bf8,fb5e89c121d9569d1a58e0afb54da971,32415,ibirite,MG
c4f3201c8753984f3b3b52ef4c6325a2,fb5e89c121d9569d1a58e0afb54da971,32415,ibirite,MG
827ec074a70a7c08c2b9e7af20bf0287,fb567adf300e73b60281b72af7702687,2043,sao paulo,SP
92018ae7f2bc1871f7ec35c24cca37cb,fb567adf300e73b60281b72af7702687,2043,sao paulo,SP
fdb36c22d41b103254e36859f1ed9b17,fb4accbcbcd54672a8a8b195d9ff0ec8,64820,itaueira,PI
184ef3f8d7677a1d6d43c8478637229e,fb4accbcbcd54672a8a8b195d9ff0ec8,64820,itaueira,PI
409a4744aa5c2af44e194aff56430322,fb490a070c5dbc385afadcf0e56270bd,21040,rio de janeiro,RJ
5c6db305f9c93964673f2c3f02d49549,fb490a070c5dbc385afadcf0e56270bd,22630,rio de janeiro,RJ
c908a3e881a6b1e45aba3336b478f445,fafbc4ecb15933633821dfd530c9263b,74555,goiania,GO
69688283a11fd062da0abccc47d0adee,fafbc4ecb15933633821dfd530c9263b,74555,goiania,GO
23a6843fde89b7a73271d0b7d7ead49e,fad2bf8fa1bdfc125781eb6c62b5ad81,3570,sao paulo,SP
6ab2d8e87029b03f4a8c47022b491d0c,fad2bf8fa1bdfc125781eb6c62b5ad81,3570,sao paulo,SP
58d5a762bcc3bc018a7c1669faa37422,fa980c101c0dcecaecd3a1b5984c6b5c,95890,teutonia,RS
98c7df0a28c0bdabac4c8b71bad62bbb,fa980c101c0dcecaecd3a1b5984c6b5c,95890,teutonia,RS
2ab28928cda7f94d5fe3728e3749dff1,fa494e4132e6539d70a8478f1d0cf3e3,1423,sao paulo,SP
082d513b7fb405e92c135e71496754d4,fa494e4132e6539d70a8478f1d0cf3e3,1423,sao paulo,SP
f5618502bee8eafdee72fb6955e2ebdf,fa0ee7ceb94193fb02aa78ce3a55695a,6395,carapicuiba,SP
80c07a5d6b086b8c179589f4521e04f2,fa0ee7ceb94193fb02aa78ce3a55695a,6395,carapicuiba,SP
ac4a808a6356938bde38be82ee979826,fa0cf5b25732a933725b83d2f716000a,3557,sao paulo,SP
0c9ad64da2a12f7b5f649f61eafb3f55,fa0cf5b25732a933725b83d2f716000a,3557,sao paulo,SP
1a475ff9958a875936b3da7c7367212c,f9b5d3c8bd2dc9c26ff00bde73171554,45360,maracas,BA
4906273f1863aeb6e0da5908e33e8cb5,f9b5d3c8bd2dc9c26ff00bde73171554,45360,maracas,BA
6ee2f17e3b6c33d6a9557f280edd2925,f9ae226291893fda10af7965268fb7f6,7131,guarulhos,SP
55f7adf99fd2a2c01af34e2dfa272c9f,f9ae226291893fda10af7965268fb7f6,7131,guarulhos,SP
3ba092709645951ce8c3607ab0ba6505,f99fa0c7b369bde9c53edc9e6f6c4a58,3153,sao paulo,SP
820c452c2726206bf394e08cf36705c3,f99fa0c7b369bde9c53edc9e6f6c4a58,3153,sao paulo,SP
b4051bb7f29ee4b588846c865187bd9f,f982853f2882760f3a52e7bdfabb1080,3127,sao paulo,SP
cc6fa5f972cf9cc0bff89b6811a40ed1,f982853f2882760f3a52e7bdfabb1080,3127,sao paulo,SP
37c19e14f0f664e83d2068be6b1f44dc,f97ab9c166ca8d6f5313653ee439a6a8,9687,sao bernardo do campo,SP
9dff903e11569e3f1c326a0adcd2d746,f97ab9c166ca8d6f5313653ee439a6a8,9687,sao bernardo do campo,SP
f7200667802fa98c58b8110f7191bcee,f96be73d5c1d3bfe8fcba7924798ba91,13500,rio claro,SP
53f9e8b5951b3192ee519409479d4d6d,f96be73d5c1d3bfe8fcba7924798ba91,13500,rio claro,SP
7fff57779c5364c51a1463b7133b38a1,f95de29d9e810e69f55626ff1bbd4d60,22040,rio de janeiro,RJ
d31117caa8b76119d6e8c9819f68aa5d,f95de29d9e810e69f55626ff1bbd4d60,22240,rio de janeiro,RJ
031cb9fac5344bf6def68aacea5eafec,f95407bbebadeb8eb236153ba339e998,5466,sao paulo,SP
c1d7be54fee2b8dec4ebd5beea9ad0ae,f95407bbebadeb8eb236153ba339e998,5466,sao paulo,SP
e0880ad910dbb5425bf9d8d2a1f8fdf3,f944ee56d8467517955c2ddc7b0d486a,89253,jaragua do sul,SC
774858779c1de29d2be62401459a8ca0,f944ee56d8467517955c2ddc7b0d486a,89253,jaragua do sul,SC
38d52de4844d8632a80ebf998942116c,f93ea08ded32a5b926f9dd98c1dbd61d,14620,orlandia,SP
e66a1a0add343277389f32a6b9cf1a13,f93ea08ded32a5b926f9dd98c1dbd61d,14620,orlandia,SP
6e4bf3181d51b8957a210a1fffbae639,f92fd2c87375f957ece022972b16849b,30285,belo horizonte,MG
aba326a3f911f196bdf7665036f08a5e,f92fd2c87375f957ece022972b16849b,37002,varginha,MG
c1bc988a61c053c1617d94b3545f3c6d,f9165be8a411384aab9f945394418a0c,29060,vitoria,ES
10f0ae1044b58b20c83aaa1a6fdb9e1d,f9165be8a411384aab9f945394418a0c,29060,vitoria,ES
e7ba6d56b812cb7e8c4a285d95f4e476,f8f6ed51ded0d4757a6153f5ce0f8906,88330,balneario camboriu,SC
cd483fb7ce181dd4fc4c8c77d676536e,f8f6ed51ded0d4757a6153f5ce0f8906,88330,balneario camboriu,SC
8c6f3db79370e5d22eefe15c91ae37ca,f8daef44c2589a488bfed29f1be8396a,5026,sao paulo,SP
b9e6f0bb7b6b018e1c1abe5e58398593,f8daef44c2589a488bfed29f1be8396a,5026,sao paulo,SP
5826d0f4bd70a31c10a770bbfdda9cfa,f8d1720cca57b3c6961eb25114347ade,12411,pindamonhangaba,SP
baaf1a11dbfaa1f27b2a6560f67f1eba,f8d1720cca57b3c6961eb25114347ade,12411,pindamonhangaba,SP
d8b8d43321df5d73fc4b3aa748ca2067,f8c74f26f568c1b52cd212e700e977df,59133,natal,RN
36851607cae18316467f054f11a2e627,f8c74f26f568c1b52cd212e700e977df,59147,parnamirim,RN
bdc70f91dc54953d1be0ef76d183c5d1,f8bffe1586fdae62dd3646353a25f958,4368,sao paulo,SP
31a49e7216dce11ebc422cc2b3226b11,f8bffe1586fdae62dd3646353a25f958,4368,sao paulo,SP
b52548625e32de3e7e0dca735663ec8b,f8bc1d81f395f6239a2a5ab1b9edf1ab,30130,belo horizonte,MG
b49786f49847d2fecf5ba2d455321642,f8bc1d81f395f6239a2a5ab1b9edf1ab,30130,belo horizonte,MG
1c7007c94573e6c01c8e30cc70bcf475,f8bc1d81f395f6239a2a5ab1b9edf1ab,30130,belo horizonte,MG
48d8c257cbd8447a8503e559a8b8cca9,f8af7fabb3e9e70beee01db243cd3eaa,58035,joao pessoa,PB
8ab7b5a0e010fcebc3f6dd6eaa190319,f8af7fabb3e9e70beee01db243cd3eaa,58035,joao pessoa,PB
ebf0beef17d922d66a45709d225a57dc,f8ac33ce25aad89ade14c52fac3cc452,90430,porto alegre,RS
066bab10d1281abb5baefa5d7772cce0,f8ac33ce25aad89ade14c52fac3cc452,90430,porto alegre,RS
b916419c11af91b5f41d6c227c2562d7,f8777c0c5c96632fe9ded01856cb8c82,31545,belo horizonte,MG
6e5b6ba2e8de70d9e920b541a619ba91,f8777c0c5c96632fe9ded01856cb8c82,31545,belo horizonte,MG
fecfd9ec343c6f14772632fd353af15c,f87108f2ff59f6cbc898ca230483c0ab,7807,franco da rocha,SP
554533e5956bfe27940d1f0ef02dcd69,f87108f2ff59f6cbc898ca230483c0ab,7807,franco da rocha,SP
1f4ceb40514a12222ea7310162a29f94,f8308de7370e6293120c537a031f4cff,39508,jaiba,MG
37c3aedbb5e47029dfacc96860f24058,f8308de7370e6293120c537a031f4cff,39508,jaiba,MG
9fa56e6eb804eb7f8c2d80a133c84546,f80c7e4cf2fa8ff3532323f19bf603ba,4815,sao paulo,SP
3956d1e55818b7dc872d5a1de09e4ddc,f80c7e4cf2fa8ff3532323f19bf603ba,1422,sao paulo,SP
7d95f28e19204d8967a228cd7ea11896,f804ed90360900357b6db9d7635d275d,17240,bocaina,SP
4aaee5e291f07b23b75b11f67bd9c776,f804ed90360900357b6db9d7635d275d,17240,bocaina,SP
596201f6091e62ac70da64aad9d0ba58,f801278dc42ce9d4773cb91ad0e21ab8,76200,ipora,GO
a5f97dadc879a0cba20bf9650b1bd888,f801278dc42ce9d4773cb91ad0e21ab8,76200,ipora,GO
7e9d165149e0c65112e2b9118b8e6378,f7f7c86a6751896d012ebbe10e3fc6f3,13567,sao carlos,SP
7384882dde7e4edad4bd21fd57d1e363,f7f7c86a6751896d012ebbe10e3fc6f3,13567,sao carlos,SP
2201362e68992f654942dc0067c1b716,f7d7fc0a59ef4363fdce6e3aa069d498,69900,rio branco,AC
2d618e470c95c9b425cbb0cbc42683dd,f7d7fc0a59ef4363fdce6e3aa069d498,69900,rio branco,AC
02a9ffdc4269af810deeb20a32c8aade,f7d319c00224031393f1ba82343db3d6,2535,sao paulo,SP
85cea0ddc5af1b23c05bf395e22eca9e,f7d319c00224031393f1ba82343db3d6,2535,sao paulo,SP
14e2483e0c2635d3cd24ad5e0507c925,f7d2fc6f0a2778f53d2a6bfc27bd0e8c,35960,santa barbara,MG
ea11bf0c8fca4333b3f7faf02b228c3e,f7d2fc6f0a2778f53d2a6bfc27bd0e8c,35960,santa barbara,MG
a4555d257db29ef5f838cec4101c5208,f7be9bec658c62ab6240b44cd26c0b84,80030,curitiba,PR
500bbe66867d0f0bdb3531af1e052b4b,f7be9bec658c62ab6240b44cd26c0b84,80030,curitiba,PR
c24fc5f9a446b4d8262041b9c64de772,f7b981e8a280e455ac3cbe0d5d171bd1,80030,curitiba,PR
0975c3cf2e418ebfa5d1191a2dffd59d,f7b981e8a280e455ac3cbe0d5d171bd1,80030,curitiba,PR
dbfc2fb6a9424037815a3a887c10be61,f7b62c75467e8ce080b201667cbbc274,9990,diadema,SP
2a69da30b726b7f3db7f1059af5d4304,f7b62c75467e8ce080b201667cbbc274,22071,rio de janeiro,RJ
1d5f7303f8a2248f42cf919af8d77cc3,f7ac7452ae241a5a36aaf9542c2428d5,86750,iguaracu,PR
945377aea77fcd842d0c3282f387e0ad,f7ac7452ae241a5a36aaf9542c2428d5,86750,iguaracu,PR
47f1f1245c92a6897e654d5f0c0a3f0d,f79c969a1665f477201e86ae6e036c30,74453,goiania,GO
5d939e33176380aeed97a1ca037382f0,f79c969a1665f477201e86ae6e036c30,74453,goiania,GO
4d6385cb62939e09b657f6dfd31e3773,f79c1eba3ebd97c75683b3ac6e333daa,9751,sao bernardo do campo,SP
fa325f2547911ff9127c287e3b64ee98,f79c1eba3ebd97c75683b3ac6e333daa,9751,sao bernardo do campo,SP
c5af5453cf8127f3c3ce75b498561dbc,f74a075d2c4f68917c7d568df06b1e90,41905,salvador,BA
929ee05b81b47fa8730456de87216ab2,f74a075d2c4f68917c7d568df06b1e90,41905,salvador,BA
6cab2c02a8a74b8ca16956d7e5714fa1,f7471d502dd946e0a2cb6020bf076808,11060,santos,SP
9523328a28afcbb2b4e2e7e49d729bcb,f7471d502dd946e0a2cb6020bf076808,11717,praia grande,SP
1712b3a131430bc9e53dcba7adcfc282,f733f4254cce4a375a82258c272d1549,8676,suzano,SP
522799207582d92450a129cb6e516b4f,f733f4254cce4a375a82258c272d1549,8676,suzano,SP
8566134257ddcec00b712f2bc23de7a4,f72d1ee92d55688d07ca88506300715e,22790,rio de janeiro,RJ
3885c59916b2b261205c303fe0a10abf,f72d1ee92d55688d07ca88506300715e,22790,rio de janeiro,RJ
7b66afe859de8d2c1e6b143c26a6b4b1,f720a16300d5b9dfa4639686e56561ba,3694,sao paulo,SP
e8910241530576448f0e57525389269d,f720a16300d5b9dfa4639686e56561ba,3694,sao paulo,SP
4ab0b8cd1e875e4d28abc70289f1e90e,f71da337f7e2b3a70c74fa505f0f6ac9,98170,tupancireta,RS
52501cba96d41957f1daa67592b41a74,f71da337f7e2b3a70c74fa505f0f6ac9,98170,tupancireta,RS
403d0f281c358682cc8cfca17c2e71b4,f6dc4789e4669873c35f8f92fdbed89f,14094,ribeirao preto,SP
107d449d8a73c9dfd9673df8ea684348,f6dc4789e4669873c35f8f92fdbed89f,14094,ribeirao preto,SP
502ded0eab5766a83294460c72d9a2d5,f6b12abd5112545273ecbdc84f6cf35f,5054,sao paulo,SP
884775ad2d9c90f742bb0deab470e6fa,f6b12abd5112545273ecbdc84f6cf35f,5054,sao paulo,SP
467c74fbf987fc14a3a66a3bebf52914,f68cbab6cbaab1d6226e2dafed486578,74315,goiania,GO
0c305f688ce08dc9402a2164fd6f29d6,f68cbab6cbaab1d6226e2dafed486578,74315,goiania,GO
02a0567ef769f63b6e340fcb6eb6b618,f64ec6d8dd29940264cd0bbb5ecade8a,25665,petropolis,RJ
9ec2d4773fd2813b090ef1bd1ee9c2bb,f64ec6d8dd29940264cd0bbb5ecade8a,25665,petropolis,RJ
d2a77ed2ed00384958dee158e179ed9b,f64ec6d8dd29940264cd0bbb5ecade8a,25665,petropolis,RJ
13c14842e78da8bb1e408509619f291f,f64ec6d8dd29940264cd0bbb5ecade8a,25665,petropolis,RJ
1617502d775896406515c026af6e7a48,f64075e7fa628bdc6c3e7c3108d7c624,21021,rio de janeiro,RJ
611f9bc426aa9d3223803647f29bc248,f64075e7fa628bdc6c3e7c3108d7c624,21021,rio de janeiro,RJ
83b5f2b720344397153281b6f4021d20,f63e56138ee7885ffc3b7e56933446e6,37280,candeias,MG
95b0e44cb4e131ade1701e243dbb340a,f63e56138ee7885ffc3b7e56933446e6,37280,candeias,MG
b4e369402f94a6036f05434ba8ac3a21,f62d6572c9c25b3796d058d7b833f8b7,5756,sao paulo,SP
1e248ce64cdbfc9d30332ff380eef1ab,f62d6572c9c25b3796d058d7b833f8b7,5756,sao paulo,SP
4ddaddea1ea57c06e540097ca6f6dd41,f613612c35de4ffbbdb680f32e3baa80,2314,sao paulo,SP
581ee503fd22bd36c99119cbfb230237,f613612c35de4ffbbdb680f32e3baa80,2314,sao paulo,SP
40d09f4385972836121ca581b33f89d5,f5d32f2ee3d4caec1870de481c276bd8,74620,goiania,GO
d6e5282ef68aa9ed7c6d9f38731872ff,f5d32f2ee3d4caec1870de481c276bd8,74620,goiania,GO
92630c29ae3735ed24891feef3e66906,f596242db91986b554f25768577cd5be,35790,curvelo,MG
5140a58e94f23985287e8f5f565b7c27,f596242db91986b554f25768577cd5be,35790,curvelo,MG
b3c62a5df61ab4d3fb52abba2db12081,f58595c5ecdf5e9781678b83ba2e0c21,37940,alpinopolis,MG
419e13cb71b2c3617bc281863c63dbc4,f58595c5ecdf5e9781678b83ba2e0c21,37940,alpinopolis,MG
3336317767e51b209329188eb22de872,f565c1cbc438d2561d40d780f1da28c5,40080,salvador,BA
a89e35944706114deed6eae2e2996e88,f565c1cbc438d2561d40d780f1da28c5,40080,salvador,BA
d76a58f32a3cd7ddd6b1b301e6562263,f561632522774ab728bb93f8f3ab5e61,88058,florianopolis,SC
0172748409ef8a6fcba0660cda36f38c,f561632522774ab728bb93f8f3ab5e61,88058,florianopolis,SC
8059f4ffe7ad8b008c7180d4ef488528,f55f5b958b01f7040f6f42c0abaca6f4,75903,rio verde,GO
169c3ca987a830baef97320592292dae,f55f5b958b01f7040f6f42c0abaca6f4,75903,rio verde,GO
012ca3bed937a20fa19642e8e53d831c,f5344c7feb209d1e8a9de5d60ed79331,19360,santo anastacio,SP
e1301cc68b82ab74180bc970f3e6c81b,f5344c7feb209d1e8a9de5d60ed79331,19360,santo anastacio,SP
05dddfdfc3fa1b69e10aa4292a9fb431,f526077dd7bdfdb1a6e10cd6b194b548,24130,niteroi,RJ
c4e463ec59a357f2d138554298afadaa,f526077dd7bdfdb1a6e10cd6b194b548,24130,niteroi,RJ
910f716e941709375465b7d3ff059d4f,f50ca6544a0ed8a52cc964e15cbe9cf9,99700,erechim,RS
6b3a94d9eb50fb6b8fe146eeaa06b575,f50ca6544a0ed8a52cc964e15cbe9cf9,99700,erechim,RS
4f6f5e2d1fabd46160eaf3c2e71c9cc6,f50ca6544a0ed8a52cc964e15cbe9cf9,99700,erechim,RS
259e30be470dc3beda52b7504700face,f4f2d85371955b0e254ce594fcf09a0d,37200,lavras,MG
d3d14e3778714a38a67735307ac56a73,f4f2d85371955b0e254ce594fcf09a0d,37200,lavras,MG
ac6658acc9dcfe36bd3965a83e957861,f4d1502ace38b0df6f052a5544add9f4,25510,sao joao de meriti,RJ
f84dfdbb9fae7348ead6375ee052da24,f4d1502ace38b0df6f052a5544add9f4,25510,sao joao de meriti,RJ
444d3e995b677340acd5c8785a4515dc,f4d1502ace38b0df6f052a5544add9f4,25510,sao joao de meriti,RJ
fed0ff024b3a8669c894875e9bbf96d4,f4af0b3f627879bf6801db96949b1e71,6773,taboao da serra,SP
d95eb0e957edfbca43feb2f292484de4,f4af0b3f627879bf6801db96949b1e71,6773,taboao da serra,SP
be60de3949d43cd1799c3567eb6452b0,f497dd3ee9e4ef33b42acd82713e4bf3,8341,sao paulo,SP
056de0008c4ab528f5631192e11fc745,f497dd3ee9e4ef33b42acd82713e4bf3,8341,sao paulo,SP
3d9d4319d227b5f465e8a7ccd669b54c,f497801658db70e1b18c76268001e944,22765,rio de janeiro,RJ
48dc27369790df93bccd9e2820025100,f497801658db70e1b18c76268001e944,22765,rio de janeiro,RJ
b7a09c321b57fbcccf7b5fe38c5bd8f0,f46ebdbd5c48c0683980a759b8937912,98780,santa rosa,RS
620a6ed652d20f54b917209d9626fd69,f46ebdbd5c48c0683980a759b8937912,98780,santa rosa,RS
28cf24314e32e953bfab6bd5c19d2440,f46971f1ac7b376b668114a027c98e78,87055,maringa,PR
72adcf6a1e2e058550157b9ee9e202d8,f46971f1ac7b376b668114a027c98e78,87055,maringa,PR
